Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;10;male;3;Versus 2;0,00;1,87;1,87;True;+1;False
1;10;male;3;Versus 2;1,87;6,21;4,33;True;+1;False
2;10;male;3;Versus 2;6,21;7,42;1,21;True;+1;False
3;10;male;3;Versus 2;7,42;9,18;1,76;False;+1;False
4;10;male;3;Versus 2;9,18;10,70;1,52;False;+1;False
5;10;male;3;Versus 2;10,70;14,44;3,74;False;+1;False
6;10;male;3;Versus 2;14,44;16,16;1,72;True;+1;False
7;10;male;3;Versus 2;16,16;18,53;2,37;True;+1;False
8;10;male;3;Versus 2;18,53;19,68;1,15;False;+1;False
9;10;male;3;Versus 2;19,68;21,03;1,34;False;+1;False
10;10;male;3;Versus 2;21,03;22,90;1,88;False;+1;False
11;10;male;3;Versus 2;22,90;24,06;1,16;False;+1;False
12;10;male;3;Versus 2;24,06;25,07;1,00;False;+1;False
13;10;male;3;Versus 2;25,07;27,37;2,30;False;+1;False
14;10;male;3;Versus 2;27,37;29,06;1,70;False;+1;False
15;10;male;3;Versus 2;29,06;30,41;1,35;False;+1;False
16;10;male;3;Versus 2;30,41;31,51;1,10;False;+1;False
17;10;male;3;Versus 2;31,51;32,65;1,14;False;+1;False
18;10;male;3;Versus 2;32,65;35,31;2,67;False;+1;False
19;10;male;3;Versus 2;35,31;36,32;1,01;False;+1;False
20;10;male;3;Versus 2;36,32;37,56;1,23;False;+1;False
21;10;male;3;Versus 2;37,56;38,50;0,94;False;+1;False
22;10;male;3;Versus 2;38,50;39,63;1,13;False;+1;False
23;10;male;3;Versus 2;39,63;41,25;1,62;False;+1;False
24;10;male;3;Versus 2;41,25;42,35;1,10;False;+1;False
25;10;male;3;Versus 2;42,35;43,87;1,52;False;+1;False
26;10;male;3;Versus 2;43,87;45,00;1,13;False;+1;False
27;10;male;3;Versus 2;45,00;46,29;1,29;False;+1;False
28;10;male;3;Versus 2;46,29;47,25;0,96;False;+1;False
29;10;male;3;Versus 2;47,25;49,28;2,03;False;+1;False
30;10;male;3;Versus 2;49,28;57,03;7,75;True;-1;False
31;10;male;3;Versus 2;57,03;60,32;3,29;True;-1;False
32;10;male;3;Versus 2;60,32;61,85;1,53;True;+1;False
33;10;male;3;Versus 2;61,85;63,07;1,22;True;+1;False
34;10;male;3;Versus 2;63,07;65,10;2,03;True;+1;False
35;10;male;3;Versus 2;65,10;66,15;1,05;True;+1;False
36;10;male;3;Versus 2;66,15;68,11;1,96;True;+1;False
37;10;male;3;Versus 2;68,11;70,11;2,00;True;+1;False
38;10;male;3;Versus 2;70,11;71,07;0,97;True;+1;False
39;10;male;3;Versus 2;71,07;72,25;1,18;True;+1;False
40;10;male;3;Versus 2;72,25;73,39;1,14;True;+1;False
41;10;male;3;Versus 2;73,39;74,93;1,55;True;+1;False
42;10;male;3;Versus 2;74,93;76,55;1,61;True;+1;False
43;10;male;3;Versus 2;76,55;77,84;1,30;True;+1;False
44;10;male;3;Versus 2;77,84;78,78;0,94;True;+1;False
45;10;male;3;Versus 2;78,78;80,24;1,46;True;+1;False
46;10;male;3;Versus 2;80,24;82,64;2,40;True;+1;False
47;10;male;3;Versus 2;82,64;84,29;1,65;True;-1;False
48;10;male;3;Versus 2;84,29;86,07;1,78;True;+1;False
49;10;male;3;Versus 2;86,07;90,00;3,93;True;+1;False
50;10;male;3;Versus 2;90,00;90,99;0,99;True;+1;False
51;10;male;3;Versus 2;90,99;92,29;1,30;True;+1;False
52;10;male;3;Versus 2;92,29;94,00;1,71;True;+1;False
53;10;male;3;Versus 2;94,00;96,71;2,71;True;+1;False
54;10;male;3;Versus 2;96,71;98,32;1,60;True;+1;False
55;10;male;3;Versus 2;98,32;101,06;2,74;True;+1;False
56;10;male;3;Versus 2;101,06;103,46;2,40;True;+1;False
57;10;male;3;Versus 2;103,46;106,11;2,65;True;+1;False
58;10;male;3;Versus 2;106,11;107,06;0,95;True;+1;False
59;10;male;3;Versus 2;107,06;107,99;0,93;True;+1;False
60;10;male;3;Versus 2;107,99;109,25;1,26;True;+1;False
61;10;male;3;Versus 2;109,25;110,62;1,37;True;+1;False
62;10;male;3;Versus 2;110,62;113,02;2,40;True;+1;False
63;10;male;3;Versus 2;113,02;114,95;1,93;True;+1;False
64;10;male;3;Versus 2;114,95;116,84;1,89;True;-1;False
65;10;male;3;Versus 2;116,84;119,05;2,21;True;+1;False
