Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;11;male;4;Halb-Coop;0,00;1,00;1,00;True;+1;False
1;11;male;4;Halb-Coop;1,00;1,92;0,92;False;+1;False
2;11;male;4;Halb-Coop;1,92;2,98;1,06;False;+1;False
3;11;male;4;Halb-Coop;2,98;6,06;3,08;True;+1;False
4;11;male;4;Halb-Coop;6,06;7,43;1,37;True;+1;False
5;11;male;4;Halb-Coop;7,43;8,62;1,19;True;+1;False
6;11;male;4;Halb-Coop;8,62;9,51;0,89;True;+1;False
7;11;male;4;Halb-Coop;9,51;11,53;2,02;True;+1;False
8;11;male;4;Halb-Coop;11,53;12,85;1,32;True;+1;False
9;11;male;4;Halb-Coop;12,85;14,02;1,17;True;+1;False
10;11;male;4;Halb-Coop;14,02;15,08;1,06;True;+1;False
11;11;male;4;Halb-Coop;15,08;16,57;1,49;True;+1;False
12;11;male;4;Halb-Coop;16,57;17,94;1,37;True;+1;False
13;11;male;4;Halb-Coop;17,94;19,18;1,24;True;+1;False
14;11;male;4;Halb-Coop;19,18;20,46;1,28;True;+1;False
15;11;male;4;Halb-Coop;20,46;21,40;0,94;True;+1;False
16;11;male;4;Halb-Coop;21,40;22,77;1,37;True;+1;False
17;11;male;4;Halb-Coop;22,77;23,71;0,94;True;+1;False
18;11;male;4;Halb-Coop;23,71;24,65;0,94;True;+1;False
19;11;male;4;Halb-Coop;24,65;25,73;1,08;False;+1;False
20;11;male;4;Halb-Coop;25,73;27,50;1,76;True;+1;False
21;11;male;4;Halb-Coop;27,50;29,04;1,55;True;+1;False
22;11;male;4;Halb-Coop;29,04;30,24;1,20;True;+1;False
23;11;male;4;Halb-Coop;30,24;31,15;0,91;True;+1;False
24;11;male;4;Halb-Coop;31,15;33,34;2,18;True;+1;False
25;11;male;4;Halb-Coop;33,34;34,30;0,96;True;+1;False
26;11;male;4;Halb-Coop;34,30;35,33;1,03;True;+1;False
27;11;male;4;Halb-Coop;35,33;36,46;1,13;True;+1;False
28;11;male;4;Halb-Coop;36,46;37,40;0,94;True;+1;False
29;11;male;4;Halb-Coop;37,40;38,41;1,01;True;+1;False
30;11;male;4;Halb-Coop;38,41;39,53;1,12;True;+1;False
31;11;male;4;Halb-Coop;39,53;40,77;1,23;True;+1;False
32;11;male;4;Halb-Coop;40,77;41,71;0,95;True;+1;False
33;11;male;4;Halb-Coop;41,71;43,57;1,85;True;+1;False
34;11;male;4;Halb-Coop;43,57;44,53;0,96;True;+1;False
35;11;male;4;Halb-Coop;44,53;45,81;1,28;True;+1;False
36;11;male;4;Halb-Coop;45,81;47,25;1,44;True;+1;False
37;11;male;4;Halb-Coop;47,25;48,68;1,43;True;+1;False
38;11;male;4;Halb-Coop;48,68;50,48;1,79;True;+1;False
39;11;male;4;Halb-Coop;50,48;51,73;1,25;True;+1;False
40;11;male;4;Halb-Coop;51,73;52,85;1,11;True;+1;False
41;11;male;4;Halb-Coop;52,85;53,74;0,90;True;-1;False
42;11;male;4;Halb-Coop;53,74;55,01;1,26;True;+1;False
43;11;male;4;Halb-Coop;55,01;56,01;1,00;True;+1;False
44;11;male;4;Halb-Coop;56,01;58,81;2,80;True;+1;False
45;11;male;4;Halb-Coop;58,81;61,51;2,70;True;+1;False
46;11;male;4;Halb-Coop;61,51;62,61;1,10;True;+1;False
47;11;male;4;Halb-Coop;62,61;63,52;0,91;True;+1;False
48;11;male;4;Halb-Coop;63,52;64,45;0,93;True;+1;False
49;11;male;4;Halb-Coop;64,45;65,68;1,23;True;+1;False
50;11;male;4;Halb-Coop;65,68;66,92;1,25;True;+1;False
51;11;male;4;Halb-Coop;66,92;68,14;1,21;True;+1;False
52;11;male;4;Halb-Coop;68,14;69,24;1,11;True;+1;False
53;11;male;4;Halb-Coop;69,24;70,44;1,19;True;+1;False
54;11;male;4;Halb-Coop;70,44;71,59;1,16;True;+1;False
55;11;male;4;Halb-Coop;71,59;72,77;1,18;True;+1;False
56;11;male;4;Halb-Coop;72,77;73,91;1,14;True;+1;False
57;11;male;4;Halb-Coop;73,91;75,81;1,90;True;+1;False
58;11;male;4;Halb-Coop;75,81;77,08;1,26;True;+1;False
59;11;male;4;Halb-Coop;77,08;77,87;0,79;True;+1;False
60;11;male;4;Halb-Coop;77,87;79,31;1,44;True;+1;False
61;11;male;4;Halb-Coop;79,31;80,46;1,15;True;+1;False
62;11;male;4;Halb-Coop;80,46;81,64;1,19;True;+1;False
63;11;male;4;Halb-Coop;81,64;82,82;1,18;True;+1;False
64;11;male;4;Halb-Coop;82,82;85,70;2,88;True;+1;False
65;11;male;4;Halb-Coop;85,70;86,71;1,01;True;+1;False
66;11;male;4;Halb-Coop;86,71;87,62;0,91;True;+1;False
67;11;male;4;Halb-Coop;87,62;89,10;1,49;True;+1;False
68;11;male;4;Halb-Coop;89,10;90,24;1,13;True;+1;False
69;11;male;4;Halb-Coop;90,24;92,23;1,99;True;+1;False
70;11;male;4;Halb-Coop;92,23;93,35;1,12;True;+1;False
71;11;male;4;Halb-Coop;93,35;94,63;1,28;True;+1;False
72;11;male;4;Halb-Coop;94,63;96,04;1,41;True;+1;False
73;11;male;4;Halb-Coop;96,04;97,59;1,55;True;+1;False
74;11;male;4;Halb-Coop;97,59;99,31;1,72;True;+1;False
75;11;male;4;Halb-Coop;99,31;100,44;1,13;True;+1;False
76;11;male;4;Halb-Coop;100,44;101,32;0,88;True;+1;False
77;11;male;4;Halb-Coop;101,32;102,45;1,13;True;+1;False
78;11;male;4;Halb-Coop;102,45;103,48;1,03;True;+1;False
79;11;male;4;Halb-Coop;103,48;104,61;1,13;True;+1;False
