Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;1;male;1;Singleplayer;0.00;1.62;1.62;False;+1;False
1;1;male;1;Singleplayer;2.22;3.76;1.54;False;+1;False
2;1;male;1;Singleplayer;4.37;6.14;1.78;False;+1;False
3;1;male;1;Singleplayer;6.75;8.14;1.39;False;+1;False
4;1;male;1;Singleplayer;8.74;9.95;1.21;False;+1;False
5;1;male;1;Singleplayer;10.56;11.87;1.31;False;+1;False
6;1;male;1;Singleplayer;12.47;13.63;1.15;False;+1;False
7;1;male;1;Singleplayer;14.23;18.09;3.86;False;+1;False
8;1;male;1;Singleplayer;18.69;20.46;1.76;False;+1;False
9;1;male;1;Singleplayer;21.06;22.49;1.43;False;+1;False
10;1;male;1;Singleplayer;23.10;25.13;2.04;False;+1;False
11;1;male;1;Singleplayer;25.73;27.25;1.52;False;+1;False
12;1;male;1;Singleplayer;27.86;29.02;1.17;False;+1;False
13;1;male;1;Singleplayer;29.63;30.65;1.02;False;+1;False
14;1;male;1;Singleplayer;31.26;32.61;1.35;False;+1;False
15;1;male;1;Singleplayer;31.26;33.21;1.96;False;+1;False
16;1;male;1;Singleplayer;33.22;33.82;0.60;False;0;False
17;1;male;1;Singleplayer;33.82;34.42;0.60;False;0;False
18;1;male;1;Singleplayer;34.42;34.72;0.30;False;-1;False
19;1;male;1;Singleplayer;35.02;35.32;0.30;False;0;False
20;1;male;1;Singleplayer;35.32;35.92;0.60;False;0;False
21;1;male;1;Singleplayer;35.93;36.53;0.60;False;0;False
22;1;male;1;Singleplayer;36.53;37.13;0.60;False;0;False
23;1;male;1;Singleplayer;37.13;37.73;0.60;False;0;False
24;1;male;1;Singleplayer;37.73;38.33;0.60;False;0;False
25;1;male;1;Singleplayer;38.33;38.93;0.60;False;0;False
26;1;male;1;Singleplayer;38.93;39.53;0.60;False;0;False
27;1;male;1;Singleplayer;39.54;40.14;0.60;False;0;False
28;1;male;1;Singleplayer;40.14;40.74;0.60;False;0;False
29;1;male;1;Singleplayer;40.75;41.34;0.60;False;0;False
30;1;male;1;Singleplayer;41.35;41.60;0.25;False;0;False
31;1;male;1;Singleplayer;41.95;42.20;0.25;False;0;False
32;1;male;1;Singleplayer;42.20;42.80;0.60;False;0;False
33;1;male;1;Singleplayer;42.81;43.40;0.60;False;0;False
34;1;male;1;Singleplayer;43.41;44.01;0.60;False;0;False
35;1;male;1;Singleplayer;44.01;44.61;0.60;False;0;False
36;1;male;1;Singleplayer;44.61;44.76;0.14;False;0;False
