Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;2;male;3;Versus 2;0,00;1,40;1,40;False;+1;False
1;2;male;3;Versus 2;1,40;7,93;6,53;True;+1;False
2;2;male;3;Versus 2;7,93;9,28;1,34;False;+1;False
3;2;male;3;Versus 2;9,28;11,17;1,89;False;+1;False
4;2;male;3;Versus 2;11,17;12,35;1,18;False;+1;False
5;2;male;3;Versus 2;12,35;14,18;1,82;False;+1;False
6;2;male;3;Versus 2;14,18;15,42;1,24;False;+1;False
7;2;male;3;Versus 2;15,42;18,37;2,95;False;+1;False
8;2;male;3;Versus 2;18,37;19,72;1,35;False;+1;False
9;2;male;3;Versus 2;19,72;21,14;1,42;False;+1;False
10;2;male;3;Versus 2;21,14;22,35;1,22;False;+1;False
11;2;male;3;Versus 2;22,35;23,48;1,13;False;+1;False
12;2;male;3;Versus 2;23,48;24,56;1,08;False;+1;False
13;2;male;3;Versus 2;24,56;26,06;1,50;False;+1;False
14;2;male;3;Versus 2;26,06;27,65;1,59;False;+1;False
15;2;male;3;Versus 2;27,65;29,22;1,57;False;+1;False
16;2;male;3;Versus 2;29,22;30,50;1,28;False;+1;False
17;2;male;3;Versus 2;30,50;32,04;1,54;False;+1;False
18;2;male;3;Versus 2;32,04;33,97;1,92;False;+1;False
19;2;male;3;Versus 2;33,97;35,18;1,22;False;+1;False
20;2;male;3;Versus 2;35,18;36,32;1,14;False;+1;False
21;2;male;3;Versus 2;36,32;37,39;1,06;False;+1;False
22;2;male;3;Versus 2;37,39;38,46;1,07;False;+1;False
23;2;male;3;Versus 2;38,46;39,72;1,26;False;+1;False
24;2;male;3;Versus 2;39,72;40,85;1,13;False;+1;False
25;2;male;3;Versus 2;40,85;42,06;1,21;False;+1;False
26;2;male;3;Versus 2;42,06;43,19;1,13;False;+1;False
27;2;male;3;Versus 2;43,19;45,23;2,04;False;+1;False
28;2;male;3;Versus 2;45,23;46,29;1,06;False;+1;False
29;2;male;3;Versus 2;46,29;47,98;1,69;False;+1;False
30;2;male;3;Versus 2;47,98;51,14;3,16;False;-1;False
31;2;male;3;Versus 2;51,14;52,64;1,50;True;+1;False
32;2;male;3;Versus 2;52,64;54,62;1,98;True;+1;False
33;2;male;3;Versus 2;54,62;55,88;1,26;True;+1;False
34;2;male;3;Versus 2;55,88;57,89;2,01;False;+1;False
35;2;male;3;Versus 2;57,89;59,08;1,18;False;+1;False
36;2;male;3;Versus 2;59,08;60,64;1,56;False;+1;False
37;2;male;3;Versus 2;60,64;62,49;1,85;False;+1;False
38;2;male;3;Versus 2;62,49;63,76;1,27;False;+1;False
39;2;male;3;Versus 2;63,76;65,15;1,39;False;+1;False
40;2;male;3;Versus 2;65,15;66,51;1,36;False;+1;False
41;2;male;3;Versus 2;66,51;68,30;1,79;False;+1;False
42;2;male;3;Versus 2;68,30;69,57;1,27;False;+1;False
43;2;male;3;Versus 2;69,57;71,31;1,75;False;+1;False
44;2;male;3;Versus 2;71,31;72,42;1,11;False;+1;False
45;2;male;3;Versus 2;72,42;73,91;1,50;False;+1;False
46;2;male;3;Versus 2;73,91;75,35;1,44;False;+1;False
47;2;male;3;Versus 2;75,35;77,82;2,47;True;+1;False
48;2;male;3;Versus 2;77,82;78,91;1,09;False;+1;False
49;2;male;3;Versus 2;78,91;81,94;3,03;True;+1;False
50;2;male;3;Versus 2;81,94;83,05;1,11;True;+1;False
51;2;male;3;Versus 2;83,05;84,18;1,13;False;+1;False
52;2;male;3;Versus 2;84,18;85,37;1,19;False;+1;False
53;2;male;3;Versus 2;85,37;87,92;2,55;True;+1;False
54;2;male;3;Versus 2;87,92;91,92;4,00;True;+1;False
55;2;male;3;Versus 2;91,92;93,44;1,52;True;+1;False
56;2;male;3;Versus 2;93,44;94,75;1,31;True;+1;False
57;2;male;3;Versus 2;94,75;97,75;3,00;True;+1;False
58;2;male;3;Versus 2;97,75;98,96;1,21;True;+1;False
59;2;male;3;Versus 2;98,96;100,06;1,11;True;+1;False
60;2;male;3;Versus 2;100,06;101,17;1,11;True;+1;False
61;2;male;3;Versus 2;101,17;102,64;1,47;True;+1;False
62;2;male;3;Versus 2;102,64;105,55;2,91;True;+1;False
63;2;male;3;Versus 2;105,55;106,49;0,94;True;+1;False
64;2;male;3;Versus 2;106,49;110,72;4,23;True;+1;False
65;2;male;3;Versus 2;110,72;112,65;1,94;True;+1;False
66;2;male;3;Versus 2;112,65;113,86;1,21;True;+1;False
67;2;male;3;Versus 2;113,86;115,21;1,35;True;+1;False
68;2;male;3;Versus 2;115,21;116,36;1,15;True;+1;False
69;2;male;3;Versus 2;116,36;117,73;1,37;True;+1;False
70;2;male;3;Versus 2;117,73;118,85;1,12;True;+1;False
