Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;4;male;3;Versus 2;0.00;1.64;1.64;True;+1;False
1;4;male;3;Versus 2;1.64;4.43;2.79;True;+1;False
2;4;male;3;Versus 2;4.43;6.09;1.66;False;+1;False
3;4;male;3;Versus 2;6.09;7.54;1.45;False;+1;False
4;4;male;3;Versus 2;7.54;9.43;1.89;False;+1;False
5;4;male;3;Versus 2;9.43;13.53;4.09;True;+1;False
6;4;male;3;Versus 2;13.53;15.21;1.69;True;+1;False
7;4;male;3;Versus 2;15.21;17.20;1.98;True;+1;False
8;4;male;3;Versus 2;17.20;18.60;1.41;False;+1;False
9;4;male;3;Versus 2;18.60;20.16;1.56;False;+1;False
10;4;male;3;Versus 2;20.16;21.34;1.17;False;+1;False
11;4;male;3;Versus 2;21.34;22.41;1.07;False;+1;False
12;4;male;3;Versus 2;22.41;23.35;0.94;False;+1;False
13;4;male;3;Versus 2;23.35;24.74;1.39;False;+1;False
14;4;male;3;Versus 2;24.74;26.63;1.89;False;+1;False
15;4;male;3;Versus 2;26.63;28.34;1.70;False;+1;False
16;4;male;3;Versus 2;28.34;30.70;2.36;False;+1;False
17;4;male;3;Versus 2;30.70;32.38;1.68;False;+1;False
18;4;male;3;Versus 2;32.38;34.44;2.06;False;+1;False
19;4;male;3;Versus 2;34.44;35.56;1.12;False;+1;False
20;4;male;3;Versus 2;35.56;36.99;1.42;False;+1;False
21;4;male;3;Versus 2;36.99;38.01;1.02;False;+1;False
22;4;male;3;Versus 2;38.01;38.98;0.97;False;+1;False
23;4;male;3;Versus 2;38.98;40.73;1.76;False;+1;False
24;4;male;3;Versus 2;40.73;42.16;1.43;False;+1;False
25;4;male;3;Versus 2;42.16;44.67;2.51;False;+1;False
26;4;male;3;Versus 2;44.67;45.81;1.14;False;+1;False
27;4;male;3;Versus 2;45.81;47.38;1.57;False;+1;False
28;4;male;3;Versus 2;47.38;48.39;1.01;False;+1;False
29;4;male;3;Versus 2;48.39;49.57;1.18;False;+1;False
30;4;male;3;Versus 2;49.57;53.84;4.27;True;+1;False
31;4;male;3;Versus 2;53.84;55.16;1.33;True;+1;False
32;4;male;3;Versus 2;55.16;56.99;1.83;True;+1;False
33;4;male;3;Versus 2;56.99;58.21;1.22;True;+1;False
34;4;male;3;Versus 2;58.21;60.69;2.48;True;+1;False
35;4;male;3;Versus 2;60.69;61.86;1.17;True;+1;False
36;4;male;3;Versus 2;61.86;65.06;3.20;True;-1;False
37;4;male;3;Versus 2;65.06;68.40;3.34;True;+1;False
38;4;male;3;Versus 2;68.40;69.55;1.16;True;+1;False
39;4;male;3;Versus 2;69.55;71.53;1.98;True;+1;False
40;4;male;3;Versus 2;71.53;72.85;1.32;True;+1;False
41;4;male;3;Versus 2;72.85;74.73;1.88;True;+1;False
42;4;male;3;Versus 2;74.73;76.04;1.31;True;+1;False
43;4;male;3;Versus 2;76.04;77.55;1.51;True;+1;False
44;4;male;3;Versus 2;77.55;78.62;1.07;True;+1;False
45;4;male;3;Versus 2;78.62;80.36;1.73;True;-1;False
46;4;male;3;Versus 2;80.36;84.59;4.23;True;+1;False
47;4;male;3;Versus 2;84.59;86.02;1.43;True;+1;False
48;4;male;3;Versus 2;86.02;87.40;1.38;True;+1;False
49;4;male;3;Versus 2;87.40;90.99;3.59;True;+1;False
50;4;male;3;Versus 2;90.99;92.88;1.89;True;+1;False
51;4;male;3;Versus 2;92.88;95.00;2.12;True;+1;False
52;4;male;3;Versus 2;95.00;96.76;1.76;True;+1;False
53;4;male;3;Versus 2;96.76;98.99;2.23;True;+1;False
54;4;male;3;Versus 2;98.99;100.51;1.52;True;+1;False
55;4;male;3;Versus 2;100.51;102.70;2.20;True;+1;False
56;4;male;3;Versus 2;102.70;104.81;2.10;True;+1;False
57;4;male;3;Versus 2;104.81;106.31;1.50;True;+1;False
58;4;male;3;Versus 2;106.31;107.33;1.02;True;+1;False
59;4;male;3;Versus 2;107.33;108.29;0.96;True;+1;False
60;4;male;3;Versus 2;108.29;109.34;1.05;True;+1;False
61;4;male;3;Versus 2;109.34;111.49;2.15;True;+1;False
62;4;male;3;Versus 2;111.49;113.26;1.77;True;+1;False
63;4;male;3;Versus 2;113.26;114.35;1.08;True;+1;False
64;4;male;3;Versus 2;114.35;115.76;1.41;True;+1;False
65;4;male;3;Versus 2;115.76;117.29;1.53;True;+1;False
66;4;male;3;Versus 2;117.29;118.30;1.01;True;+1;False
67;4;male;3;Versus 2;118.30;119.99;1.69;True;+1;False
