Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;18;male;2;Versus 2;0.00;1.34;1.34;True;+1;False
1;18;male;2;Versus 2;1.34;2.72;1.38;False;+1;False
2;18;male;2;Versus 2;2.72;4.21;1.49;False;+1;False
3;18;male;2;Versus 2;4.21;6.01;1.79;False;+1;False
4;18;male;2;Versus 2;6.01;7.48;1.48;False;+1;False
5;18;male;2;Versus 2;7.48;9.50;2.02;False;+1;False
6;18;male;2;Versus 2;9.50;13.51;4.01;True;+1;False
7;18;male;2;Versus 2;13.51;15.24;1.73;False;+1;False
8;18;male;2;Versus 2;15.24;16.64;1.40;False;+1;False
9;18;male;2;Versus 2;16.64;18.03;1.39;False;+1;False
10;18;male;2;Versus 2;18.03;19.91;1.88;False;+1;False
11;18;male;2;Versus 2;19.91;20.93;1.02;False;+1;False
12;18;male;2;Versus 2;20.93;22.28;1.35;False;+1;False
13;18;male;2;Versus 2;22.28;23.45;1.18;False;+1;False
14;18;male;2;Versus 2;23.45;25.51;2.06;False;+1;False
15;18;male;2;Versus 2;25.51;26.71;1.20;False;+1;False
16;18;male;2;Versus 2;26.71;28.10;1.38;False;+1;False
17;18;male;2;Versus 2;28.10;30.32;2.22;False;+1;False
18;18;male;2;Versus 2;30.32;31.48;1.16;False;+1;False
19;18;male;2;Versus 2;31.48;32.44;0.96;False;+1;False
20;18;male;2;Versus 2;32.44;34.59;2.15;False;+1;False
21;18;male;2;Versus 2;34.59;36.22;1.62;False;+1;False
22;18;male;2;Versus 2;36.22;38.63;2.42;False;+1;False
23;18;male;2;Versus 2;38.63;40.67;2.04;False;+1;False
24;18;male;2;Versus 2;40.67;41.78;1.11;False;+1;False
25;18;male;2;Versus 2;41.78;44.09;2.31;False;+1;False
26;18;male;2;Versus 2;44.09;45.49;1.40;False;+1;False
27;18;male;2;Versus 2;45.49;46.48;0.99;False;+1;False
28;18;male;2;Versus 2;46.48;47.69;1.22;False;+1;False
29;18;male;2;Versus 2;47.69;49.13;1.43;False;+1;False
30;18;male;2;Versus 2;49.13;50.21;1.08;False;+1;False
31;18;male;2;Versus 2;50.21;51.45;1.24;False;+1;False
32;18;male;2;Versus 2;51.45;52.48;1.03;False;+1;False
33;18;male;2;Versus 2;52.48;54.29;1.81;False;+1;False
34;18;male;2;Versus 2;54.29;55.52;1.23;False;+1;False
35;18;male;2;Versus 2;55.52;56.47;0.95;False;+1;False
36;18;male;2;Versus 2;56.47;57.74;1.27;False;+1;False
37;18;male;2;Versus 2;57.74;59.37;1.63;False;+1;False
38;18;male;2;Versus 2;59.37;60.45;1.08;False;+1;False
39;18;male;2;Versus 2;60.45;61.91;1.46;False;+1;False
40;18;male;2;Versus 2;61.91;63.68;1.77;False;+1;False
41;18;male;2;Versus 2;63.68;65.30;1.62;False;+1;False
42;18;male;2;Versus 2;65.30;66.85;1.54;False;+1;False
43;18;male;2;Versus 2;66.85;67.77;0.92;False;+1;False
44;18;male;2;Versus 2;67.77;69.07;1.30;False;+1;False
45;18;male;2;Versus 2;69.07;70.40;1.33;False;+1;False
46;18;male;2;Versus 2;70.40;71.57;1.17;False;+1;False
47;18;male;2;Versus 2;71.57;72.41;0.84;False;-1;False
48;18;male;2;Versus 2;72.41;74.85;2.45;True;+1;False
49;18;male;2;Versus 2;74.85;76.33;1.48;True;+1;False
50;18;male;2;Versus 2;76.33;77.37;1.04;True;+1;False
51;18;male;2;Versus 2;77.37;78.83;1.46;True;+1;False
52;18;male;2;Versus 2;78.83;80.36;1.53;False;+1;False
53;18;male;2;Versus 2;80.36;81.75;1.39;False;+1;False
54;18;male;2;Versus 2;81.75;83.08;1.33;False;+1;False
55;18;male;2;Versus 2;83.08;84.53;1.45;False;+1;False
56;18;male;2;Versus 2;84.53;85.78;1.25;False;+1;False
57;18;male;2;Versus 2;85.78;86.86;1.08;False;+1;False
58;18;male;2;Versus 2;86.86;88.18;1.32;False;+1;False
59;18;male;2;Versus 2;88.18;89.83;1.65;False;+1;False
60;18;male;2;Versus 2;89.83;92.28;2.45;True;+1;False
61;18;male;2;Versus 2;92.28;94.29;2.02;True;+1;False
62;18;male;2;Versus 2;94.29;95.81;1.52;True;+1;False
63;18;male;2;Versus 2;95.81;98.36;2.55;True;+1;False
64;18;male;2;Versus 2;98.36;99.83;1.47;True;+1;False
65;18;male;2;Versus 2;99.83;101.41;1.59;True;+1;False
66;18;male;2;Versus 2;101.41;104.04;2.62;True;+1;False
67;18;male;2;Versus 2;104.04;105.63;1.59;True;+1;False
68;18;male;2;Versus 2;105.63;107.14;1.52;True;+1;False
69;18;male;2;Versus 2;107.14;108.72;1.58;True;+1;False
70;18;male;2;Versus 2;108.72;110.30;1.58;True;+1;False
71;18;male;2;Versus 2;110.30;111.81;1.51;True;+1;False
72;18;male;2;Versus 2;111.81;113.10;1.29;False;+1;False
73;18;male;2;Versus 2;113.10;114.57;1.47;False;+1;False
74;18;male;2;Versus 2;114.57;115.74;1.16;False;+1;False
75;18;male;2;Versus 2;115.74;117.42;1.68;False;+1;False
76;18;male;2;Versus 2;117.42;119.02;1.61;True;+1;False
