Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;20;female;1;Versus 2;0,05;2,12;2,07;True;+1;False
1;20;female;1;Versus 2;2,12;4,21;2,08;True;-1;False
2;20;female;1;Versus 2;4,21;8,95;4,75;True;+1;False
3;20;female;1;Versus 2;8,95;10,89;1,94;True;+1;False
4;20;female;1;Versus 2;10,89;12,52;1,63;True;-1;False
5;20;female;1;Versus 2;12,52;14,95;2,43;True;+1;False
6;20;female;1;Versus 2;14,95;16,99;2,04;True;+1;False
7;20;female;1;Versus 2;16,99;20,80;3,80;True;+1;False
8;20;female;1;Versus 2;20,80;22,88;2,08;True;+1;False
9;20;female;1;Versus 2;22,88;24,68;1,80;True;+1;False
10;20;female;1;Versus 2;24,68;26,75;2,07;True;+1;False
11;20;female;1;Versus 2;26,75;30,87;4,12;True;+1;False
12;20;female;1;Versus 2;30,87;32,83;1,95;True;-1;False
13;20;female;1;Versus 2;32,83;35,77;2,95;True;+1;False
14;20;female;1;Versus 2;35,77;37,74;1,97;True;+1;False
15;20;female;1;Versus 2;37,74;38,91;1,16;True;-1;False
16;20;female;1;Versus 2;38,91;43,03;4,12;True;+1;False
17;20;female;1;Versus 2;43,03;47,69;4,67;True;+1;False
18;20;female;1;Versus 2;47,69;49,50;1,81;True;+1;False
19;20;female;1;Versus 2;49,50;51,03;1,53;True;+1;False
20;20;female;1;Versus 2;51,03;53,80;2,77;True;+1;False
21;20;female;1;Versus 2;53,80;55,60;1,80;True;+1;False
22;20;female;1;Versus 2;55,60;58,07;2,46;True;+1;False
23;20;female;1;Versus 2;58,07;61,48;3,41;True;+1;False
24;20;female;1;Versus 2;61,48;65,03;3,56;True;+1;False
25;20;female;1;Versus 2;65,03;67,36;2,33;True;+1;False
26;20;female;1;Versus 2;67,36;69,37;2,01;True;+1;False
27;20;female;1;Versus 2;69,37;71,66;2,29;True;+1;False
28;20;female;1;Versus 2;71,66;73,40;1,73;True;+1;False
29;20;female;1;Versus 2;73,40;76,84;3,44;True;-1;False
30;20;female;1;Versus 2;76,84;79,53;2,69;True;+1;False
31;20;female;1;Versus 2;79,53;81,20;1,67;True;+1;False
32;20;female;1;Versus 2;81,20;83,44;2,24;True;+1;False
33;20;female;1;Versus 2;83,44;87,46;4,02;True;+1;False
34;20;female;1;Versus 2;87,46;88,76;1,29;True;+1;False
35;20;female;1;Versus 2;88,76;89,95;1,20;True;+1;False
36;20;female;1;Versus 2;89,95;91,44;1,49;True;+1;False
37;20;female;1;Versus 2;91,44;93,38;1,93;True;+1;False
38;20;female;1;Versus 2;93,38;94,83;1,45;True;+1;False
39;20;female;1;Versus 2;94,83;96,96;2,14;True;0;False
40;20;female;1;Versus 2;96,96;99,57;2,61;True;+1;False
41;20;female;1;Versus 2;99,57;102,87;3,30;True;0;False
42;20;female;1;Versus 2;102,87;105,31;2,45;True;-1;False
43;20;female;1;Versus 2;105,31;110,29;4,98;True;+1;False
44;20;female;1;Versus 2;110,29;111,59;1,30;True;+1;False
45;20;female;1;Versus 2;111,59;113,37;1,78;True;+1;False
46;20;female;1;Versus 2;113,37;115,60;2,23;True;+1;False
47;20;female;1;Versus 2;115,60;117,46;1,85;True;+1;False
