Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;15;male;4;Singleplayer;0.00;1.06;1.06;True;+1;False
1;15;male;4;Singleplayer;1.06;2.11;1.05;True;+1;False
2;15;male;4;Singleplayer;2.11;3.23;1.12;True;+1;False
3;15;male;4;Singleplayer;3.23;8.41;5.18;True;+1;False
4;15;male;4;Singleplayer;8.41;10.10;1.69;True;+1;False
5;15;male;4;Singleplayer;10.10;15.87;5.77;True;+1;False
6;15;male;4;Singleplayer;15.87;16.90;1.03;True;+1;False
7;15;male;4;Singleplayer;16.90;19.22;2.32;True;+1;False
8;15;male;4;Singleplayer;19.22;20.83;1.61;True;+1;False
9;15;male;4;Singleplayer;20.83;22.23;1.40;True;+1;False
10;15;male;4;Singleplayer;22.23;23.51;1.28;True;+1;False
11;15;male;4;Singleplayer;23.51;28.38;4.87;True;+1;False
12;15;male;4;Singleplayer;28.38;31.24;2.85;True;+1;False
13;15;male;4;Singleplayer;31.24;33.21;1.98;True;+1;False
14;15;male;4;Singleplayer;33.21;34.74;1.52;True;+1;False
15;15;male;4;Singleplayer;34.74;36.06;1.32;True;+1;False
16;15;male;4;Singleplayer;36.06;37.40;1.34;True;+1;False
17;15;male;4;Singleplayer;37.40;40.14;2.74;True;+1;False
18;15;male;4;Singleplayer;40.14;41.77;1.62;True;+1;False
19;15;male;4;Singleplayer;41.77;43.25;1.48;True;+1;False
20;15;male;4;Singleplayer;43.25;44.87;1.62;True;+1;False
21;15;male;4;Singleplayer;44.87;47.15;2.28;True;+1;False
22;15;male;4;Singleplayer;47.15;48.92;1.77;True;+1;False
23;15;male;4;Singleplayer;48.92;50.05;1.13;True;+1;False
24;15;male;4;Singleplayer;50.05;54.35;4.30;True;+1;False
25;15;male;4;Singleplayer;54.35;55.50;1.15;True;+1;False
26;15;male;4;Singleplayer;55.50;57.31;1.81;True;+1;False
27;15;male;4;Singleplayer;57.31;59.24;1.92;True;+1;False
28;15;male;4;Singleplayer;59.24;60.88;1.65;True;+1;False
29;15;male;4;Singleplayer;60.88;62.63;1.74;True;+1;False
30;15;male;4;Singleplayer;62.63;65.72;3.09;True;+1;False
31;15;male;4;Singleplayer;65.72;67.85;2.13;True;+1;False
32;15;male;4;Singleplayer;67.85;70.13;2.28;True;+1;False
33;15;male;4;Singleplayer;70.13;75.23;5.11;True;-1;False
34;15;male;4;Singleplayer;75.23;77.55;2.32;True;-1;False
35;15;male;4;Singleplayer;77.55;81.57;4.02;True;+1;False
36;15;male;4;Singleplayer;81.57;84.84;3.28;True;+1;False
37;15;male;4;Singleplayer;84.84;86.71;1.87;True;+1;False
38;15;male;4;Singleplayer;86.71;89.63;2.92;True;+1;False
39;15;male;4;Singleplayer;89.63;91.38;1.75;True;+1;False
40;15;male;4;Singleplayer;91.38;92.62;1.24;True;+1;False
41;15;male;4;Singleplayer;92.62;93.77;1.15;True;+1;False
42;15;male;4;Singleplayer;93.77;94.70;0.93;True;+1;False
43;15;male;4;Singleplayer;94.70;98.53;3.84;True;+1;False
44;15;male;4;Singleplayer;98.53;100.62;2.08;True;+1;False
45;15;male;4;Singleplayer;100.62;103.67;3.05;True;+1;False
46;15;male;4;Singleplayer;103.67;105.28;1.61;True;+1;False
47;15;male;4;Singleplayer;105.28;106.31;1.03;True;+1;False
48;15;male;4;Singleplayer;106.31;107.68;1.36;True;+1;False
49;15;male;4;Singleplayer;107.68;109.93;2.25;True;+1;False
50;15;male;4;Singleplayer;109.93;112.45;2.52;True;+1;False
51;15;male;4;Singleplayer;112.45;116.61;4.17;True;+1;False
52;15;male;4;Singleplayer;116.61;118.41;1.80;True;+1;False
