Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;15;male;2;Halb-Coop;0.00;3.71;3.71;True;+1;False
1;15;male;2;Halb-Coop;3.71;5.74;2.03;True;+1;False
2;15;male;2;Halb-Coop;5.74;7.59;1.85;False;+1;False
3;15;male;2;Halb-Coop;7.59;9.15;1.56;False;+1;False
4;15;male;2;Halb-Coop;9.15;10.99;1.84;False;+1;False
5;15;male;2;Halb-Coop;10.99;18.64;7.65;True;+1;False
6;15;male;2;Halb-Coop;18.64;21.36;2.72;True;+1;False
7;15;male;2;Halb-Coop;21.36;23.99;2.63;True;+1;False
8;15;male;2;Halb-Coop;23.99;25.40;1.42;True;+1;False
9;15;male;2;Halb-Coop;25.40;26.95;1.54;True;+1;False
10;15;male;2;Halb-Coop;26.95;28.39;1.44;True;+1;False
11;15;male;2;Halb-Coop;28.39;29.56;1.17;True;+1;False
12;15;male;2;Halb-Coop;29.56;31.58;2.02;True;+1;False
13;15;male;2;Halb-Coop;31.58;32.95;1.37;True;+1;False
14;15;male;2;Halb-Coop;32.95;40.20;7.25;True;+1;False
15;15;male;2;Halb-Coop;40.20;41.36;1.16;True;+1;False
16;15;male;2;Halb-Coop;41.36;43.48;2.12;True;+1;False
17;15;male;2;Halb-Coop;43.48;45.18;1.69;True;+1;False
18;15;male;2;Halb-Coop;45.18;46.38;1.21;True;+1;False
19;15;male;2;Halb-Coop;46.38;47.40;1.02;True;+1;False
20;15;male;2;Halb-Coop;47.40;49.99;2.59;True;+1;False
21;15;male;2;Halb-Coop;49.99;53.26;3.27;True;+1;False
22;15;male;2;Halb-Coop;53.26;57.34;4.08;True;+1;False
23;15;male;2;Halb-Coop;57.34;61.69;4.35;True;+1;False
24;15;male;2;Halb-Coop;61.69;63.32;1.64;True;+1;False
25;15;male;2;Halb-Coop;63.32;64.44;1.12;True;-1;False
26;15;male;2;Halb-Coop;64.44;67.79;3.35;True;+1;False
27;15;male;2;Halb-Coop;67.79;68.96;1.17;True;+1;False
28;15;male;2;Halb-Coop;68.96;70.40;1.45;True;+1;False
29;15;male;2;Halb-Coop;70.40;72.75;2.35;True;+1;False
30;15;male;2;Halb-Coop;72.75;74.63;1.87;True;+1;False
31;15;male;2;Halb-Coop;74.63;76.38;1.76;True;+1;False
32;15;male;2;Halb-Coop;76.38;78.02;1.64;True;+1;False
33;15;male;2;Halb-Coop;78.02;79.48;1.46;True;+1;False
34;15;male;2;Halb-Coop;79.48;82.95;3.47;True;+1;False
35;15;male;2;Halb-Coop;82.95;86.35;3.41;True;+1;False
36;15;male;2;Halb-Coop;86.35;89.01;2.66;True;+1;False
37;15;male;2;Halb-Coop;89.01;91.26;2.25;True;+1;False
38;15;male;2;Halb-Coop;91.26;92.63;1.37;True;+1;False
39;15;male;2;Halb-Coop;92.63;95.43;2.80;True;+1;False
40;15;male;2;Halb-Coop;95.43;97.78;2.34;True;+1;False
41;15;male;2;Halb-Coop;97.78;99.77;1.99;True;+1;False
42;15;male;2;Halb-Coop;99.77;101.63;1.87;True;+1;False
43;15;male;2;Halb-Coop;101.63;103.23;1.60;True;+1;False
44;15;male;2;Halb-Coop;103.23;106.75;3.52;True;+1;False
45;15;male;2;Halb-Coop;106.75;108.84;2.09;True;+1;False
46;15;male;2;Halb-Coop;108.84;110.90;2.07;True;+1;False
47;15;male;2;Halb-Coop;110.90;112.60;1.70;True;+1;False
48;15;male;2;Halb-Coop;112.60;115.77;3.17;True;+1;False
