Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;9;male;4;Versus;0,00;0,88;0,87;True;+1;False
1;9;male;4;Versus;0,88;1,59;0,72;False;+1;False
2;9;male;4;Versus;1,59;2,47;0,88;False;+1;False
3;9;male;4;Versus;2,47;8,83;6,36;True;-1;False
4;9;male;4;Versus;8,83;10,42;1,59;True;+1;False
5;9;male;4;Versus;10,42;16,06;5,64;True;+1;False
6;9;male;4;Versus;16,06;16,93;0,88;True;+1;False
7;9;male;4;Versus;16,93;18,30;1,37;True;+1;False
8;9;male;4;Versus;18,30;19,95;1,65;True;+1;False
9;9;male;4;Versus;19,95;21,17;1,22;True;+1;False
10;9;male;4;Versus;21,17;22,11;0,95;True;+1;False
11;9;male;4;Versus;22,11;25,33;3,22;True;+1;False
12;9;male;4;Versus;25,33;26,59;1,25;True;+1;False
13;9;male;4;Versus;26,59;28,24;1,65;True;+1;False
14;9;male;4;Versus;28,24;30,09;1,86;True;+1;False
15;9;male;4;Versus;30,09;31,24;1,15;True;+1;False
16;9;male;4;Versus;31,24;32,56;1,32;True;+1;False
17;9;male;4;Versus;32,56;33,54;0,98;True;+1;False
18;9;male;4;Versus;33,54;35,01;1,47;True;+1;False
19;9;male;4;Versus;35,01;36,19;1,18;True;-1;False
20;9;male;4;Versus;36,19;38,58;2,39;True;+1;False
21;9;male;4;Versus;38,58;39,77;1,19;True;+1;False
22;9;male;4;Versus;39,77;40,85;1,08;True;+1;False
23;9;male;4;Versus;40,85;41,70;0,85;True;+1;False
24;9;male;4;Versus;41,70;45,45;3,75;True;+1;False
25;9;male;4;Versus;45,45;47,75;2,30;True;+1;False
26;9;male;4;Versus;47,75;48,88;1,13;True;+1;False
27;9;male;4;Versus;48,88;50,38;1,50;True;+1;False
28;9;male;4;Versus;50,38;51,42;1,04;True;+1;False
29;9;male;4;Versus;51,42;52,65;1,23;True;+1;False
30;9;male;4;Versus;52,65;54,81;2,16;True;+1;False
31;9;male;4;Versus;54,81;55,91;1,10;True;+1;False
32;9;male;4;Versus;55,91;56,82;0,91;True;+1;False
33;9;male;4;Versus;56,82;60,25;3,43;True;+1;False
34;9;male;4;Versus;60,25;62,67;2,42;True;+1;False
35;9;male;4;Versus;62,67;64,69;2,02;True;+1;False
36;9;male;4;Versus;64,69;66,69;2,00;True;+1;False
37;9;male;4;Versus;66,69;68,05;1,36;True;+1;False
38;9;male;4;Versus;68,05;70,82;2,77;True;+1;False
39;9;male;4;Versus;70,82;72,47;1,66;True;+1;False
40;9;male;4;Versus;72,47;73,44;0,96;True;+1;False
41;9;male;4;Versus;73,44;74,63;1,19;True;+1;False
42;9;male;4;Versus;74,63;75,52;0,89;True;+1;False
43;9;male;4;Versus;75,52;76,69;1,16;True;+1;False
44;9;male;4;Versus;76,69;77,56;0,87;True;+1;False
45;9;male;4;Versus;77,56;79,83;2,27;True;+1;False
46;9;male;4;Versus;79,83;81,27;1,45;True;+1;False
47;9;male;4;Versus;81,27;82,04;0,77;True;+1;False
48;9;male;4;Versus;82,04;84,45;2,41;True;+1;False
49;9;male;4;Versus;84,45;86,33;1,88;True;+1;False
50;9;male;4;Versus;86,33;87,74;1,41;True;+1;False
51;9;male;4;Versus;87,74;88,97;1,23;True;+1;False
52;9;male;4;Versus;88,97;90,09;1,12;True;+1;False
53;9;male;4;Versus;90,09;91,56;1,48;True;+1;False
54;9;male;4;Versus;91,56;92,81;1,25;True;+1;False
55;9;male;4;Versus;92,81;94,31;1,50;True;+1;False
56;9;male;4;Versus;94,31;95,91;1,60;True;+1;False
57;9;male;4;Versus;95,91;98,43;2,52;True;+1;False
58;9;male;4;Versus;98,43;99,25;0,82;True;+1;False
59;9;male;4;Versus;99,25;100,12;0,87;True;+1;False
60;9;male;4;Versus;100,12;101,70;1,58;True;+1;False
61;9;male;4;Versus;101,70;102,89;1,19;True;+1;False
62;9;male;4;Versus;102,89;104,17;1,28;True;+1;False
63;9;male;4;Versus;104,17;105,39;1,22;True;+1;False
64;9;male;4;Versus;105,39;106,47;1,08;True;+1;False
65;9;male;4;Versus;106,47;107,42;0,96;True;+1;False
66;9;male;4;Versus;107,42;108,38;0,95;True;+1;False
67;9;male;4;Versus;108,38;109,20;0,83;True;+1;False
68;9;male;4;Versus;109,20;110,79;1,59;True;+1;False
69;9;male;4;Versus;110,79;113,93;3,14;True;+1;False
70;9;male;4;Versus;113,93;115,32;1,39;True;+1;False
71;9;male;4;Versus;115,32;116,33;1,02;True;+1;False
72;9;male;4;Versus;116,33;117,77;1,44;True;+1;False
73;9;male;4;Versus;117,77;118,70;0,92;True;+1;False
